/home/ubuntu/nanoGPT/train.py:196: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler(enabled=(dtype == 'float16'))
Overriding config with config/finetune_poem.py:
import time

out_dir = 'out-poems'
eval_interval = 5
eval_iters = 40
wandb_log = False # feel free to turn on
wandb_project = 'poems'
wandb_run_name = 'ft-' + str(time.time())

dataset = 'poems'
data_dir = "data/poems"
init_from = 'resume'

# only save checkpoints if the validation loss improves
always_save_checkpoint = False

# # match the small model config from train_shakespeare_char.py
# n_layer = 4
# n_head = 2
# n_embd = 384
# dropout = 0.2

# the number of examples per iter:
# 1 batch_size * 32 grad_accum * 1024 tokens = 32,768 tokens/iter
# poems has 400000 tokens, so 1 epoch ~= 12.2 iters
batch_size = 1
gradient_accumulation_steps = 32
max_iters = 30

# finetune at constant LR
learning_rate = 3e-5
decay_lr = False
tokens per iteration will be: 32,768
Resuming training from out-poems
number of parameters: 1555.97M
num decayed parameter tensors: 194, with 1,556,609,600 parameters
num non-decayed parameter tensors: 386, with 1,001,600 parameters
using fused AdamW: True
compiling the model... (takes a ~minute)
step 10: train loss 3.5001, val loss 3.7527
iter 10: loss 3.6280, time 50096.91ms, mfu -100.00%
iter 11: loss 2.8843, time 3105.13ms, mfu -100.00%
iter 12: loss 3.6302, time 3142.54ms, mfu -100.00%
iter 13: loss 3.5629, time 3143.56ms, mfu -100.00%
iter 14: loss 3.3324, time 3142.28ms, mfu -100.00%
step 15: train loss 3.2620, val loss 3.7037
iter 15: loss 3.4021, time 5384.83ms, mfu 20.05%
iter 16: loss 1.6930, time 3143.18ms, mfu 21.48%
iter 17: loss 3.3075, time 3145.01ms, mfu 22.76%
iter 18: loss 3.2750, time 3144.67ms, mfu 23.92%
iter 19: loss 3.0626, time 3144.13ms, mfu 24.96%
step 20: train loss 2.9356, val loss 3.7218
iter 20: loss 2.8081, time 5392.60ms, mfu 24.47%
iter 21: loss 3.4037, time 3146.19ms, mfu 25.45%
iter 22: loss 3.2356, time 3145.88ms, mfu 26.34%
iter 23: loss 3.4403, time 3147.08ms, mfu 27.14%
iter 24: loss 2.4765, time 3146.61ms, mfu 27.85%
step 25: train loss 2.7606, val loss 3.7935
iter 25: loss 2.5093, time 5492.90ms, mfu 27.03%
iter 26: loss 2.6362, time 3644.20ms, mfu 27.29%
iter 27: loss 3.0296, time 3149.11ms, mfu 27.99%
iter 28: loss 2.6210, time 3147.16ms, mfu 28.62%
iter 29: loss 1.5226, time 3150.42ms, mfu 29.19%
step 30: train loss 2.2656, val loss 3.8411
iter 30: loss 2.1113, time 5500.05ms, mfu 28.23%
training finished in 2m 2.73s
